ID,# of Calls / Emails
77014,553.575
77015,6.66608
77016,39.4435
77017,387.082
77018,195.393
77019,120.904
77020,282.582
77021,527.922
77022,24.3687
77023,5.95087
77024,40.874
77025,114.467
77026,156.015
77027,6.66608
77028,41.5892
77029,149.578
77030,188.779
77031,80.0643
77032,116.255
77033,150.651
77034,182.7
77035,232.405
77036,116.97
77037,225.969
77038,257.141
77039,248.284
77040,152.082
77041,184.13
77042,277.933
77043,129.486
77044,125.91
77045,433.125
77046,9.88453
77047,213.888
77048,367.674
77049,184.846
77050,227.399
77051,271.496
77052,294.456
77053,9.88453
77054,331.483
77055,389.782
77056,228.114
77057,252.134
77058,288.019
77059,306.447
77060,228.829
77061,252.849
77062,272.927
77063,288.734
77064,300.01
77065,313.718
77066,253.565
77067,273.642
77068,289.449
77069,300.725
77070,307.281
77071,316.155
77072,147.906
77073,274.357
77074,290.164
77075,301.441
77076,307.997
77077,309.718
77078,313.718
77079,110.503
77080,8.0965
77081,6.66608
77082,302.156
77083,308.712
77084,310.433
77085,307.281
77086,306.447
77087,21.6855
77088,20.9703
77089,20.2551
77090,19.5399
77091,16.3214
77092,14.1758
77093,13.4606
77094,202.761
77095,74.3127
77096,8.81171
77097,8.0965
77098,7.38129
77099,302.871
77100,309.427
77101,311.148
77102,307.997
77103,300.01
77104,294.456
77105,8.81171
77106,8.0965
77107,6.66608
77108,288.734
77109,257.141
77110,289.807
77111,251.061
77112,218.679
77113,15.9638
77114,15.2486
77115,14.5334
77116,12.7454
77117,12.0302
77118,11.3149
77119,10.5997
77120,7.7389
77121,290.522
77122,251.776
77123,212.242
77124,188.779
77125,17.3942
77126,10.5997
77127,27.7468
77128,27.0315
77129,182.343
77130,156.015
77131,18.1094
77132,253.207
77133,120.904
77134,150.294
77135,114.467
77136,83.998
77137,45.8804
77138,39.4435
77139,10.2421
77140,3.80524
77141,10.2421
77142,3.80524
77143,10.2421
77144,4.52045
77145,3.80524
77146,10.2421
77147,10.2421
77148,10.2421
77149,10.2421
77150,10.5997
77151,7.02369
77152,5.59326
77153,7.7389
77154,7.02369
77155,3.80524
77156,10.2421
77157,8.45411
77158,7.7389
77159,10.2421
77160,13.4606
77161,8.45411
77162,7.7389
77163,6.66608
77164,5.95087
77165,5.23566
77166,4.52045
77167,3.80524
77168,17.0366
77169,315.554
77170,237.275
77171,316.627
77172,238.347
77173,207.732
77174,239.063
77175,208.448
77176,139.857
77177,63.403
77178,22.4007
77179,140.572
77180,102.951
77181,27.7648
77182,25.6192
77183,24.1887
77184,22.4007
77185,277.882
77186,23.4735
77187,3.80524
77188,3.80524
77189,3.80524
77190,3.80524
77191,3.80524
77192,3.80524
77193,3.80524
77194,3.80524
77195,39.4435
77196,39.4435
77197,77.5611
77198,77.5611
77199,114.467
77200,149.578
77201,149.578
77202,182.342
77203,182.7
77204,225.969
77205,225.969
77206,250.704
77207,250.704
77208,251.419
77209,271.496
77210,271.496
77211,288.019
77212,288.019
77213,300.01
77214,300.01
77215,307.281
77216,307.281
77217,309.718
77218,309.718
77219,307.281
77220,307.281
77221,300.01
77222,300.01
77223,288.019
77224,288.734
77225,250.704
77226,251.061
77227,212.242
77228,212.242
77229,182.343
77230,182.343
77231,149.578
77232,149.578
77233,114.467
77234,114.467
77235,77.5611
77236,77.5611
77237,39.4435
77238,39.4435
77239,3.80524
77240,3.80524
77241,3.80524
77242,3.80524
77243,3.80524
77244,3.80524
77245,3.80524
77246,3.80524
77247,3.80524
77248,3.80524
77249,3.80524
77250,3.80524
77251,3.80524
77252,3.80524
77253,3.80524
77254,3.80524
77255,10.2421
77256,10.2421
77257,4.16284
77258,10.2421
77259,22.6334
77260,133.879
77261,20.912
77262,5.23566
77263,77.5611
77264,120.904
77265,526.491
77266,114.467
77267,156.015
77268,149.578
77269,188.779
77270,469.025
77271,313.809
77272,122.119
77273,8.45411
77274,7.7389
77275,7.02369
77276,182.7
77277,232.405
77278,15.2486
77279,8.45411
77280,7.7389
77281,116.97
77282,151.366
77283,225.969
77284,257.141
77285,467.521
77286,9.16932
77287,8.45411
77288,58.0249
77289,248.284
77290,152.082
77291,184.13
77292,226.684
77293,250.704
77294,277.933
77295,16.679
77296,26.4894
77297,9.88453
77298,9.16932
77299,367.674
77300,184.846
77301,227.399
77302,271.496
77303,294.456
77304,18.8247
77305,17.3942
77306,16.679
77307,396.934
77308,181.988
77309,12.0302
77310,11.3149
77311,10.5997
77312,9.88453
77313,389.782
77314,228.114
77315,252.134
77316,272.212
77317,306.447
77318,252.849
77319,272.927
77320,288.734
77321,313.718
77322,253.565
77323,273.642
77324,289.449
77325,300.725
77326,307.281
77327,316.155
77328,301.441
77329,307.997
77330,309.718
77331,313.718
77332,26.8661
77333,238.951
77334,8.0965
77335,6.66608
77336,302.156
77337,308.712
77338,310.433
77339,307.281
77340,306.447
77341,8.81171
77342,307.997
77343,300.01
77344,294.456
77345,288.734
77346,257.141
77347,289.807
77348,251.061
77349,218.679
77350,251.776
77351,188.779
77352,252.492
77353,212.957
77354,182.343
77355,156.015
77356,183.058
77357,149.578
77358,120.904
77359,83.998
77360,77.5611
77361,45.8804
77362,115.897
77363,78.2763
77364,39.4435
77365,10.2421
77366,10.2421
77367,3.80524
77368,10.2421
77369,3.80524
77370,10.2421
77371,10.2421
77372,10.2421
77373,10.2421
77374,3.80524
77375,7.02369
77376,10.2421
77377,7.02369
77378,7.7389
77379,7.02368
77380,5.23566
77381,6.66608
77382,5.23566
77383,3.80524
77384,4.52045
77385,3.80524
77386,314.839
77387,17.7518
77388,15.6062
77389,276.809
77390,23.4735
77391,20.2551
77392,19.5399
77393,239.063
77394,19.5399
77395,139.857
77396,20.9703
77397,19.5399
77398,103.666
77399,27.7648
77400,27.0496
77401,285.749
77402,27.0496
77403,72.3825
77404,3.80524
77405,3.80524
77406,3.80524
77407,3.80524
77408,3.80524
77409,3.80524
77410,3.80524
77411,3.80524
77412,39.4435
77413,39.4435
77414,77.5611
77415,77.5611
77416,114.467
77417,114.467
77418,149.578
77419,149.578
77420,182.342
77421,182.7
77422,225.969
77423,225.969
77424,250.704
77425,250.704
77426,271.496
77427,271.496
77428,288.019
77429,288.019
77430,300.01
77431,300.01
77432,307.281
77433,307.281
77434,309.718
77435,309.718
77436,307.281
77437,307.281
77438,300.01
77439,300.01
77440,288.019
77441,288.734
77442,250.704
77443,251.061
77444,212.242
77445,212.242
77446,182.343
77447,182.343
77448,149.578
77449,149.578
77450,114.467
77451,114.467
77452,77.5611
77453,77.5611
77454,39.4435
77455,39.4435
77456,41.5891
77457,3.80524
77458,3.80524
77459,3.80524
77460,3.80524
77461,3.80524
77462,3.80524
77463,3.80524
77464,3.80524
77465,3.80524
77466,3.80524
77467,4.16284
77468,3.80524
77469,3.80524
77470,3.80524
77471,3.80524
77472,3.80524
77473,3.80524
77474,10.2421
77475,10.2421
77476,10.2421
77477,10.2421
77478,10.2421
77479,5.95087
77480,45.8804
77481,83.998
77482,120.904
77483,526.491
77484,371.275
77485,179.585
77486,24.3687
77487,5.95087
77488,40.874
77489,78.2763
77490,156.015
77491,506.414
77492,41.5892
77493,78.9915
77494,115.182
77495,149.578
77496,188.779
77497,42.7735
77498,122.119
77499,8.45411
77500,7.7389
77501,7.02369
77502,80.0643
77503,116.255
77504,150.651
77505,182.7
77506,232.405
77507,116.97
77508,151.366
77509,183.415
77510,225.969
77511,257.141
77512,184.13
77513,277.933
77514,16.679
77515,9.16932
77516,23.6284
77517,213.888
77518,367.674
77519,184.846
77520,227.399
77521,294.456
77522,181.988
77523,389.782
77524,228.114
77525,252.134
77526,306.447
77527,228.829
77528,252.849
77529,272.927
77530,288.734
77531,313.718
77532,17.3942
77533,13.4606
77534,12.7454
77535,12.0302
77536,11.3149
77537,10.5997
77538,253.565
77539,273.642
77540,289.449
77541,300.725
77542,316.155
77543,64.2686
77544,274.357
77545,290.164
77546,301.441
77547,307.997
77548,309.718
77549,313.718
77550,26.8661
77551,302.156
77552,308.712
77553,310.433
77554,306.447
77555,8.81171
77556,8.0965
77557,311.148
77558,307.997
77559,300.01
77560,294.456
77561,78.0166
77562,10.9573
77563,9.52692
77564,8.81171
77565,8.0965
77566,7.38129
77567,6.66608
77568,301.441
77569,288.734
77570,257.141
77571,251.061
77572,218.679
77573,212.242
77574,188.779
77575,182.343
77576,156.015
77577,149.578
77578,120.904
77579,150.294
77580,114.467
77581,83.998
77582,6.66608
77583,184.488
77584,77.5611
77585,45.8804
77586,78.2763
77587,39.4435
77588,10.2421
77589,116.612
77590,3.80524
77591,10.2421
77592,10.2421
77593,5.23566
77594,3.80524
77595,10.2421
77596,3.80524
77597,10.2421
77598,10.2421
77599,10.2421
77600,10.2421
77601,10.2421
77602,3.80524
77603,10.2421
77604,10.2421
77605,10.2421
77606,34.2017
77607,302.608
77608,303.323
77609,319.13
77610,330.407
77611,339.399
77612,328.261
77613,316.627
77614,278.597
77615,239.063
77616,101.521
77617,62.6878
77618,63.403
77619,27.0496
77620,20.9703
77621,339.466
77622,210.593
77623,65.5487
77624,29.9104
77625,23.1159
77626,337.916
77627,71.6673
77628,337.916
77629,3.80524
77630,3.80524
77631,3.80524
77632,3.80524
77633,3.80524
77634,3.80524
77635,39.4435
77636,39.4435
77637,77.5611
77638,77.5611
77639,114.467
77640,114.467
77641,149.578
77642,182.342
77643,182.7
77644,225.969
77645,225.969
77646,250.704
77647,250.704
77648,251.419
77649,271.496
77650,271.496
77651,288.019
77652,288.019
77653,300.01
77654,300.01
77655,307.281
77656,307.281
77657,309.718
77658,309.718
77659,307.281
77660,307.281
77661,300.01
77662,300.01
77663,288.019
77664,288.734
77665,250.704
77666,251.061
77667,212.242
77668,212.242
77669,182.343
77670,182.343
77671,183.058
77672,149.578
77673,149.578
77674,114.467
77675,114.467
77676,77.5611
77677,77.5611
77678,39.4435
77679,39.4435
77680,3.80524
77681,3.80524
77682,3.80524
77683,3.80524
77684,3.80524
77685,3.80524
77686,3.80524
77687,3.80524
77688,3.80524
77689,3.80524
77690,3.80524
77691,3.80524
77692,3.80524
77693,3.80524
77694,3.80524
77695,3.80524
77696,10.2421
77697,10.2421
77698,10.2421
77699,3.80524
77700,10.2421
77701,10.2421
77702,10.2421
77703,317.943
77704,6.66608
77705,553.575
77706,5.23566
77707,4.52045
77708,83.998
77709,120.904
77710,114.467
77711,156.015
77712,80.1622
77713,566.143
77714,149.578
77715,188.779
77716,313.809
77717,122.119
77718,150.651
77719,182.7
77720,232.405
77721,92.9347
77722,7.7389
77723,90.0737
77724,116.97
77725,225.969
77726,257.141
77727,248.284
77728,152.082
77729,184.13
77730,226.684
77731,250.704
77732,277.933
77733,9.88453
77734,9.16932
77735,184.846
77736,227.399
77737,294.456
77738,10.5997
77739,9.16932
77740,331.483
77741,389.782
77742,228.114
77743,252.134
77744,272.212
77745,288.019
77746,306.447
77747,252.849
77748,272.927
77749,288.734
77750,300.01
77751,313.718
77752,185.919
77753,253.565
77754,273.642
77755,289.449
77756,300.725
77757,307.281
77758,316.155
77759,19.5399
77760,18.8247
77761,7.38129
77762,274.357
77763,290.164
77764,301.441
77765,307.997
77766,309.718
77767,313.718
77768,246.103
77769,186.374
77770,14.891
77771,13.4606
77772,12.0302
77773,110.503
77774,8.0965
77775,7.38129
77776,6.66608
77777,302.156
77778,308.712
77779,310.433
77780,307.281
77781,306.447
77782,8.81171
77783,7.38129
77784,302.871
77785,309.427
77786,311.148
77787,307.997
77788,300.01
77789,294.456
77790,8.0965
77791,7.38129
77792,6.66608
77793,288.734
77794,257.141
77795,7.7389
77796,7.02369
77797,302.513
77798,289.807
77799,251.061
77800,218.679
77801,290.522
77802,251.776
77803,212.242
77804,188.779
77805,156.015
77806,120.904
77807,14.1758
77808,83.998
77809,14.891
77810,13.4606
77811,12.7454
77812,12.0302
77813,9.88453
77814,45.8804
77815,39.4435
77816,10.2421
77817,3.80524
77818,10.2421
77819,3.80524
77820,3.80524
77821,10.2421
77822,10.2421
77823,3.80524
77824,10.2421
77825,4.87805
77826,4.16284
77827,5.59326
77828,4.87805
77829,5.59326
77830,4.52045
77831,5.23566
77832,3.80524
77833,10.2421
77834,4.52045
77835,10.2421
77836,10.2421
77837,14.1758
77838,316.627
77839,207.732
77840,176.399
77841,83.8259
77842,77.7466
77843,77.0314
77844,71.6673
77845,70.2369
77846,29.9104
77847,173.18
77848,3.80524
77849,3.80524
77850,3.80524
77851,3.80524
77852,3.80524
77853,3.80524
77854,3.80524
77855,3.80524
77856,39.4435
77857,77.5611
77858,77.5611
77859,114.467
77860,149.578
77861,149.578
77862,182.342
77863,182.7
77864,225.969
77865,225.969
77866,250.704
77867,250.704
77868,271.496
77869,271.496
77870,288.019
77871,288.019
77872,300.01
77873,300.01
77874,307.281
77875,307.281
77876,309.718
77877,309.718
77878,307.281
77879,307.281
77880,300.01
77881,300.01
77882,288.019
77883,250.704
77884,251.061
77885,212.242
77886,212.242
77887,182.343
77888,182.343
77889,183.058
77890,149.578
77891,149.578
77892,114.467
77893,114.467
77894,77.5611
77895,77.5611
77896,39.4435
77897,39.4435
77898,3.80524
77899,3.80524
77900,3.80524
77901,3.80524
77902,3.80524
77903,3.80524
77904,3.80524
77905,3.80524
77906,4.16284
77907,3.80524
77908,3.80524
77909,3.80524
77910,3.80524
77911,3.80524
77912,3.80524
77913,10.2421
77914,10.2421
77915,6.66608
77916,5.95087
77917,5.95087
77918,4.52045
77919,3.80524
77920,83.998
77921,120.904
77922,156.015
77923,188.779
77924,232.405
77925,16.679
77926,284.624
77927,90.0737
77928,116.97
77929,257.141
77930,248.284
77931,152.082
77932,226.684
77933,250.704
77934,277.933
77935,294.456
77936,306.447
77937,300.01
77938,313.718
77939,316.155
77940,290.164
77941,301.441
77942,307.997
77943,313.718
77944,306.447
77945,150.184
77946,12.0302
77947,144.462
77948,202.761
77949,74.3127
77950,294.456
77951,257.141
77952,7.02369
77953,302.513
77954,289.807
77955,218.679
77956,251.776
77957,188.779
77958,120.904
77959,83.998
77960,184.488
77961,151.009
77962,10.2421
77963,10.2421
77964,3.80524
77965,3.80524
77966,5.59326
77967,4.52045
77968,3.80524
77969,10.2421
77970,10.2421
77971,10.2421
77972,64.8335
77973,27.7648
77974,25.6192
77975,23.1159
77976,23.1159
77977,315.554
77978,74.8857
77979,3.80524
77980,3.80524
77981,3.80524
77982,3.80524
77983,3.80524
77984,3.80524
77985,3.80524
77986,3.80524
77987,3.80524
77988,77.5611
77989,114.467
77990,149.578
77991,149.578
77992,182.342
77993,225.969
77994,225.969
77995,250.704
77996,250.704
77997,253.565
77998,271.496
77999,271.496
78000,288.019
78001,288.019
78002,300.01
78003,300.01
78004,307.281
78005,307.281
78006,309.718
78007,309.718
78008,307.281
78009,307.281
78010,300.01
78011,300.01
78012,288.019
78013,288.734
78014,250.704
78015,251.061
78016,212.242
78017,212.242
78018,182.343
78019,182.343
78020,149.578
78021,149.578
78022,114.467
78023,114.467
78024,77.5611
78025,77.5611
78026,39.4435
78027,39.4435
78028,3.80524
78029,3.80524
78030,3.80524
78031,3.80524
78032,3.80524
78033,5.23566
78034,3.80524
78035,3.80524
78036,3.80524
78037,3.80524
78038,4.16284
78039,3.80524
78040,3.80524
78041,3.80524
78042,3.80524
78043,3.80524
78044,3.80524
78045,10.2421
78046,10.2421
78047,563.282
78048,4.52045
78049,24.3687
78050,5.95087
78051,78.2763
78052,156.015
78053,41.5892
78054,78.9915
78055,149.578
78056,182.7
78057,232.405
78058,257.141
78059,277.933
78060,129.486
78061,294.456
78062,18.1095
78063,306.447
78064,144.586
78065,10.5997
78066,294.081
78067,352.38
78068,228.829
78069,272.927
78070,288.734
78071,300.01
78072,313.718
78073,316.155
78074,20.2551
78075,19.5399
78076,283.506
78077,64.2686
78078,147.906
78079,313.718
78080,110.503
78081,8.0965
78082,308.712
78083,310.433
78084,306.447
78085,8.81171
78086,311.148
78087,307.997
78088,294.456
78089,257.141
78090,289.807
78091,218.679
78092,188.779
78093,156.015
78094,120.904
78095,83.998
78096,45.8804
78097,10.2421
78098,3.80524
78099,10.2421
78100,10.2421
78101,3.80524
78102,10.2421
78103,10.2421
78104,3.80524
78105,4.16284
78106,10.2421
78107,4.52045
78108,3.80524
78109,10.2421
78110,3.80524
78111,3.80524
78112,4.52045
78113,3.80524
78114,10.2421
78115,14.891
78116,14.891
78117,17.0366
78118,16.3214
78119,320.918
78120,339.466
78121,24.1887
78122,20.2551
78123,280.027
78124,25.6192
78125,23.1159
78126,20.2551
78127,3.80524
78128,3.80524
78129,3.80524
78130,3.80524
78131,39.4435
78132,39.4435
78133,77.5611
78134,77.5611
78135,114.467
78136,114.467
78137,149.578
78138,149.578
78139,150.651
78140,182.342
78141,182.7
78142,183.415
78143,225.969
78144,225.969
78145,226.684
78146,250.704
78147,250.704
78148,271.496
78149,271.496
78150,288.019
78151,288.019
78152,300.01
78153,300.01
78154,307.281
78155,307.281
78156,309.718
78157,309.718
78158,307.281
78159,307.281
78160,307.997
78161,300.01
78162,300.01
78163,288.019
78164,288.734
78165,250.704
78166,251.061
78167,212.242
78168,212.242
78169,182.343
78170,182.343
78171,149.578
78172,149.578
78173,114.467
78174,114.467
78175,77.5611
78176,77.5611
78177,39.4435
78178,39.4435
78179,3.80524
78180,3.80524
78181,3.80524
78182,3.80524
78183,3.80524
78184,3.80524
78185,3.80524
78186,3.80524
78187,3.80524
78188,3.80524
78189,3.80524
78190,3.80524
78191,3.80524
78192,3.80524
78193,3.80524
78194,3.80524
78195,3.80524
78196,3.80524
78197,10.2421
78198,10.2421
78199,10.2421
78200,10.2421
78201,10.2421
78202,6.66608
78203,5.23566
78204,4.52045
78205,10.2421
78206,560.131
78207,5.95087
78208,4.52045
78209,306.089
78210,553.575
78211,6.66608
78212,83.998
78213,387.082
78214,195.393
78215,77.5611
78216,120.904
78217,5.95087
78218,78.2763
78219,114.467
78220,156.015
78221,13.4606
78222,41.5892
78223,149.578
78224,188.779
78225,7.02369
78226,80.0643
78227,116.255
78228,150.651
78229,182.7
78230,232.405
78231,116.97
78232,183.415
78233,257.141
78234,15.2486
78235,248.284
78236,152.082
78237,184.13
78238,226.684
78239,250.704
78240,277.933
78241,367.674
78242,184.846
78243,227.399
78244,271.496
78245,294.456
78246,181.988
78247,9.88453
78248,389.782
78249,228.114
78250,252.134
78251,288.019
78252,306.447
78253,228.829
78254,252.849
78255,300.01
78256,313.718
78257,185.919
78258,253.565
78259,273.642
78260,307.281
78261,316.155
78262,20.9703
78263,20.2551
78264,274.357
78265,290.164
78266,307.997
78267,309.718
78268,313.718
78269,7.38129
78270,6.66608
78271,302.156
78272,310.433
78273,307.281
78274,306.447
78275,8.81171
78276,302.871
78277,309.427
78278,311.148
78279,307.997
78280,300.01
78281,294.456
78282,143.468
78283,83.7382
78284,17.7518
78285,6.66608
78286,309.427
78287,301.441
78288,288.734
78289,257.141
78290,17.3942
78291,16.679
78292,15.9638
78293,14.5334
78294,302.513
78295,289.807
78296,251.061
78297,218.679
78298,20.2551
78299,15.2486
78300,14.5334
78301,69.7425
78302,12.7454
78303,12.0302
78304,290.522
78305,251.776
78306,212.242
78307,188.779
78308,12.7454
78309,27.0315
78310,252.492
78311,156.015
78312,13.4606
78313,253.207
78314,213.673
78315,183.058
78316,120.904
78317,14.1758
78318,13.4606
78319,11.3149
78320,9.88453
78321,214.388
78322,183.773
78323,114.467
78324,83.998
78325,13.4606
78326,184.488
78327,151.009
78328,115.182
78329,77.5611
78330,45.8804
78331,13.4606
78332,11.315
78333,10.5997
78334,7.38129
78335,151.724
78336,115.897
78337,78.2763
78338,39.4435
78339,10.2421
78340,14.1758
78341,13.4606
78342,116.612
78343,78.9915
78344,40.1587
78345,10.2421
78346,14.1758
78347,13.4606
78348,12.7454
78349,12.0302
78350,79.7067
78351,40.8739
78352,4.52045
78353,10.2421
78354,16.231
78355,15.5157
78356,41.5891
78357,5.23566
78358,4.52045
78359,3.80524
78360,10.2421
78361,11.3149
78362,10.2421
78363,5.95087
78364,4.52045
78365,3.80524
78366,10.2421
78367,10.2421
78368,9.52692
78369,5.95087
78370,5.23566
78371,3.80524
78372,10.2421
78373,9.88453
78374,43.8257
78375,5.59326
78376,10.2421
78377,74.4406
78378,6.30847
78379,10.2421
78380,10.2421
78381,202.046
78382,10.2421
78383,179.937
78384,3.80524
78385,10.2421
78386,7.7389
78387,6.66608
78388,10.2421
78389,7.38129
78390,6.66608
78391,5.95087
78392,5.95087
78393,6.66608
78394,5.95087
78395,5.23566
78396,41.7114
78397,236.559
78398,205.944
78399,15.6062
78400,304.038
78401,336.247
78402,137.353
78403,144.979
78404,76.6738
78405,72.0249
78406,329.334
78407,238.347
78408,339.466
78409,139.141
78410,101.521
78411,62.6878
78412,26.3344
78413,338.751
78414,27.0496
78415,26.3344
78416,25.6192
78417,31.3408
78418,23.8311
78419,20.2551
78420,340.181
78421,344.472
78422,340.896
78423,325.925
78424,74.1705
78425,3.80524
78426,3.80524
78427,3.80524
78428,3.80524
78429,3.80524
78430,39.4435
78431,114.467
78432,114.467
78433,149.578
78434,149.578
78435,182.342
78436,182.7
78437,225.969
78438,225.969
78439,250.704
78440,250.704
78441,271.496
78442,271.496
78443,288.019
78444,288.019
78445,300.01
78446,300.01
78447,307.281
78448,307.281
78449,309.718
78450,309.718
78451,307.281
78452,307.281
78453,307.997
78454,300.01
78455,300.01
78456,288.019
78457,288.734
78458,250.704
78459,251.061
78460,212.242
78461,212.242
78462,182.343
78463,182.343
78464,149.578
78465,149.578
78466,114.467
78467,114.467
78468,77.5611
78469,77.5611
78470,39.4435
78471,3.80524
78472,3.80524
78473,3.80524
78474,3.80524
78475,3.80524
78476,3.80524
78477,3.80524
78478,3.80524
78479,3.80524
78480,3.80524
78481,3.80524
78482,3.80524
78483,3.80524
78484,3.80524
78485,3.80524
78486,3.80524
78487,10.2421
78488,10.2421
78489,4.52045
78490,3.80524
78491,10.2421
78492,3.80524
78493,10.2421
78494,10.2421
78495,10.2421
78496,10.2421
78497,135.6
78498,314.367
78499,10.2421
78500,3.80524
78501,553.575
78502,5.23566
78503,39.4435
78504,83.998
78505,40.1588
78506,120.904
78507,282.582
78508,586.221
78509,526.491
78510,371.275
78511,179.585
78512,24.3687
78513,5.95087
78514,156.015
78515,351.197
78516,41.5892
78517,115.182
78518,149.578
78519,188.779
78520,15.2486
78521,8.45411
78522,7.7389
78523,7.02369
78524,80.0643
78525,116.255
78526,150.651
78527,182.7
78528,232.405
78529,116.97
78530,151.366
78531,183.415
78532,225.969
78533,257.141
78534,152.082
78535,184.13
78536,250.704
78537,277.933
78538,10.5997
78539,184.846
78540,227.399
78541,271.496
78542,294.456
78543,9.88453
78544,331.483
78545,389.782
78546,228.114
78547,252.134
78548,288.019
78549,306.447
78550,228.829
78551,252.849
78552,272.927
78553,313.718
78554,12.0302
78555,10.5997
78556,256.068
78557,273.642
78558,307.281
78559,316.155
78560,218.055
78561,276.354
78562,7.38129
78563,274.357
78564,290.164
78565,301.441
78566,307.997
78567,309.718
78568,313.718
78569,7.38129
78570,6.66608
78571,302.156
78572,308.712
78573,310.433
78574,307.281
78575,306.447
78576,14.891
78577,202.761
78578,74.3127
78579,8.0965
78580,309.427
78581,311.148
78582,307.997
78583,300.01
78584,294.456
78585,8.81171
78586,7.38129
78587,6.66608
78588,309.427
78589,301.441
78590,257.141
78591,16.679
78592,14.5334
78593,93.7624
78594,9.88453
78595,9.16932
78596,7.7389
78597,302.513
78598,289.807
78599,251.061
78600,218.679
78601,12.7454
78602,9.88453
78603,9.16932
78604,47.8244
78605,290.522
78606,212.242
78607,188.779
78608,9.88453
78609,9.16932
78610,8.45411
78611,27.0315
78612,252.492
78613,182.343
78614,156.015
78615,9.16932
78616,11.9397
78617,253.207
78618,149.578
78619,120.904
78620,214.388
78621,183.773
78622,150.294
78623,114.467
78624,83.998
78625,9.88453
78626,9.16932
78627,184.488
78628,151.009
78629,115.182
78630,77.5611
78631,45.8804
78632,151.724
78633,115.897
78634,39.4435
78635,10.2421
78636,116.612
78637,78.9915
78638,3.80524
78639,10.2421
78640,11.315
78641,79.7067
78642,40.8739
78643,10.2421
78644,15.5157
78645,10.5997
78646,9.52692
78647,41.5891
78648,5.23566
78649,10.2421
78650,5.95087
78651,10.2421
78652,3.80524
78653,10.2421
78654,4.16284
78655,10.2421
78656,106.489
78657,7.7389
78658,7.02369
78659,13.4606
78660,14.891
78661,12.7454
78662,27.5811
78663,220.2
78664,278.499
78665,8.45411
78666,7.7389
78667,8.45411
78668,7.38129
78669,161.379
78670,8.0965
78671,7.38129
78672,6.66608
78673,7.38129
78674,5.95087
78675,5.23566
78676,5.95087
78677,18.4671
78678,17.0366
78679,15.6062
78680,236.559
78681,331.122
78682,339.399
78683,23.8311
78684,21.6855
78685,17.7518
78686,316.627
78687,239.063
78688,174.968
78689,139.857
78690,140.572
78691,64.8335
78692,28.48
78693,27.0496
78694,26.3344
78695,27.0496
78696,26.3344
78697,23.8311
78698,22.4007
78699,71.3097
78700,76.6738
78701,17.0366
78702,284.319
78703,287.895
78704,340.181
78705,343.042
78706,74.8857
78707,3.80524
78708,3.80524
78709,3.80524
78710,39.4435
78711,39.4435
78712,77.5611
78713,78.2763
78714,114.467
78715,114.467
78716,149.578
78717,149.578
78718,182.342
78719,182.7
78720,225.969
78721,225.969
78722,250.704
78723,250.704
78724,271.496
78725,271.496
78726,288.019
78727,288.019
78728,300.01
78729,300.01
78730,307.281
78731,307.281
78732,309.718
78733,309.718
78734,307.281
78735,307.281
78736,300.01
78737,300.01
78738,288.019
78739,288.734
78740,250.704
78741,251.061
78742,251.776
78743,212.242
78744,212.242
78745,182.343
78746,182.343
78747,149.578
78748,114.467
78749,114.467
78750,77.5611
78751,77.5611
78752,39.4435
78753,3.80524
78754,3.80524
78755,3.80524
78756,3.80524
78757,3.80524
78758,3.80524
78759,3.80524
78760,3.80524
78761,3.80524
78762,3.80524
78763,3.80524
78764,3.80524
78765,3.80524
78766,3.80524
78767,3.80524
78768,3.80524
78769,1
78770,5.23566
78771,4.52045
78772,4.52045
78773,3.80524
78774,10.2421
78775,5.59326
78776,4.87805
78777,4.16284
78778,3.80524
78779,553.575
78780,6.66608
78781,5.95087
78782,12.0302
78783,120.904
78784,527.922
78785,586.221
78786,526.491
78787,371.275
78788,24.3687
78789,5.95087
78790,40.874
78791,78.2763
78792,156.015
78793,566.143
78794,7.38129
78795,41.5892
78796,78.9915
78797,115.182
78798,149.578
78799,188.779
78800,122.119
78801,7.7389
78802,80.0643
78803,116.255
78804,182.7
78805,232.405
78806,116.97
78807,151.366
78808,225.969
78809,257.141
78810,152.082
78811,184.13
78812,226.684
78813,250.704
78814,277.933
78815,125.91
78816,218.179
78817,26.4894
78818,184.846
78819,227.399
78820,251.419
78821,271.496
78822,294.456
78823,10.5997
78824,9.88453
78825,9.16932
78826,228.114
78827,252.134
78828,272.212
78829,288.019
78830,306.447
78831,359.532
78832,11.3149
78833,10.5997
78834,252.849
78835,272.927
78836,300.01
78837,313.718
78838,11.3149
78839,10.5997
78840,102.282
78841,256.068
78842,314.367
78843,185.919
78844,273.642
78845,289.449
78846,307.281
78847,316.155
78848,276.354
78849,147.906
78850,290.164
78851,301.441
78852,307.997
78853,309.718
78854,313.718
78855,8.0965
78856,7.38129
78857,6.66608
78858,302.156
78859,308.712
78860,307.281
78861,306.447
78862,7.38129
78863,302.871
78864,309.427
78865,311.148
78866,307.997
78867,300.01
78868,294.456
78869,309.427
78870,301.441
78871,288.734
78872,257.141
78873,7.7389
78874,302.513
78875,289.807
78876,251.061
78877,218.679
78878,8.45411
78879,212.242
78880,188.779
78881,27.0315
78882,212.957
78883,182.343
78884,156.015
78885,213.673
78886,149.578
78887,120.904
78888,8.45411
78889,214.388
78890,183.773
